restaurant,url,category,distance,star,num_reviews
Asian Bistro,https://www.doordash.com/store/23416933/?pickup=false,"$$ • Asian Fusion, Fried Rice",0.3 mi • Closed,NA,NA
The Standard,https://www.doordash.com/store/630356/?pickup=false,"$$ • Pizza, Burgers",0.7 mi • Closed,1,NA
Roll'd Up,https://www.doordash.com/store/2444250/?pickup=false,"$ • Crepes, Cheesecake",0.4 mi • Closed,NA,NA
Cumberland Pizza,https://www.doordash.com/store/298787/?pickup=false,"$$ • Italian, Pizza",0.9 mi • Closed,4.5,(67)
Snackflix,https://www.doordash.com/convenience/store/1542326/?pickup=false,"$$ • Grocery, Candy",1.5 mi • Closed,4.4,(20)
Send Noods Noodle Bar,https://www.doordash.com/store/1751963/?pickup=false,"$$ • Egg Rolls, Pho",0.5 mi • Closed,4,(11)
Tacolot,https://www.doordash.com/store/1732192/?pickup=false,"$$ • Quesadillas, Mexican",0.4 mi • Closed,NA,NA
The Tulip Restaurant & Lounge,https://www.doordash.com/store/1308715/?pickup=false,"$$ • American, Sandwiches",0.5 mi • Closed,4.6,NA
Back to Brooklyn Restaurant,https://www.doordash.com/store/23397427/?pickup=false,"$$ • American, Burgers",0.5 mi • Closed,NA,NA
Just Baked,https://www.doordash.com/store/23241554/?pickup=false,"$$ • Sandwich, Cheesecake",0.5 mi • Closed,NA,NA
Exotic Bottega,https://www.doordash.com/store/2500201/?pickup=false,"$$ • Candy Stores, Snacks",0.5 mi • Closed,NA,NA
Solo Fast Fire,https://www.doordash.com/store/821738/?pickup=false,"$$ • Pizza, Wraps",0.6 mi • Closed,NA,NA
Bubble Tea and Snack House,https://www.doordash.com/store/971600/?pickup=false,"$$ • Snacks, Bubble Tea",1.3 mi • Closed,4,(14)
Manhattans Hand-made Burgers,https://www.doordash.com/store/1181094/?pickup=false,"$$ • Burgers, Wraps",0.4 mi • Closed,4.6,NA
Ristorante Marzitelli,https://www.doordash.com/store/1346721/?pickup=false,"$$ • Italian, Brunch",0.7 mi • Closed,4.7,NA
Cousin Edy Gourmandise,https://www.doordash.com/store/2666574/?pickup=false,"$$ • Lebanese, Poutineries",0.4 mi • Closed,NA,NA
Capitol Burger,https://www.doordash.com/store/582512/?pickup=false,$$ • Burgers,800 ft • Closed,3.9,(13)
Antabli's Ice Cream,https://www.doordash.com/store/23179964/?pickup=false,"$$ • Comfort Food, Ice Cream",0.9 mi • Closed,NA,NA
Camer-African Cuisine,https://www.doordash.com/store/23475118/?pickup=false,"$$ • African, Shrimp",0.9 mi • Closed,NA,NA
Cacao70 byward,https://www.doordash.com/store/1054901/?pickup=false,"$$ • Waffles, Dessert",0.5 mi • Closed,3.9,(48)
Desi Tiffin Dhaba,https://www.doordash.com/store/1721985/?pickup=false,"$$ • Indian, Dessert",0.5 mi • Closed,4.8,NA
Byward Cafe,https://www.doordash.com/store/1207885/?pickup=false,"$$ • Sandwiches, Breakfast",0.5 mi • Closed,3.8,NA
Oh So Good,https://www.doordash.com/store/567530/?pickup=false,$$ • Dessert,0.4 mi • Closed,3,NA
Montgomery Scotch Lounge,https://www.doordash.com/store/22930123/?pickup=false,"$$ • Pubs, Alcohol",1.1 mi • Closed,NA,NA
Smoke Avenue Convenience Store,https://www.doordash.com/convenience/store/1788582/?pickup=false,"$$ • Snacks, Convenience",2.0 mi • Closed,4.5,(18)
Primeatery,https://www.doordash.com/store/1346347/?pickup=false,"$$ • Burgers, Wraps",1.3 mi • Closed,NA,NA
Bashs Gourmet (Kodiak St),https://www.doordash.com/store/1188365/?pickup=false,"$$ • Burgers, Wraps",1.3 mi • Closed,NA,NA
Barrack Hills Coffee House,https://www.doordash.com/store/1369721/?pickup=false,"$$ • Espresso, Coffee & Tea",900 ft • Closed,5,NA
Atomic Rooster,https://www.doordash.com/store/1346332/?pickup=false,"$$ • Salads, Pizza",0.6 mi • Closed,5,NA
A La Francaise,https://www.doordash.com/store/1509464/?pickup=false,"$$ • Poutineries, Salads",0.7 mi • Closed,4,NA
Toppings Unlimited,https://www.doordash.com/store/23444247/?pickup=false,"$$ • Italian, Pizza",1.5 mi • Closed,NA,NA
Paramount Fine Foods,https://www.doordash.com/store/345896/?pickup=false,"$$ • Wraps, Dessert",0.4 mi • Closed,4,(215)
BESS carribean food & cocktails,https://www.doordash.com/store/1497991/?pickup=false,"$$ • Caribbean, Chicken",0.5 mi • Closed,3.2,(19)
MrBeast Burger Canada,https://www.doordash.com/store/22978555/?pickup=false,"$$ • Burgers, Cheeseburger",0.7 mi • Closed,NA,NA
New partner place holder (DO NOT ACTIVATE),https://www.doordash.com/store/1361891/?pickup=false,$$,1.1 mi • Closed,NA,NA
Subiaco Pizza Cafe (Subiaco),https://www.doordash.com/store/1346328/?pickup=false,"$$ • Indian, Curry",2.0 mi • Closed,4.7,NA
